iteration= 0
(C, 0, 0, d, 0):X=[0]
(W, 2, 3, r, 75):mc=[-10.0]
(W, 2, 3, r, 100):mc=[-10.0]
iteration= 1
(C, 0, 0, d, 0):X=[0]
(C, 0, 0, d, 25):sb=[-7.1375]
(C, 0, 0, d, 50):sb=[-7.1375]
(C, 0, 0, d, 75):ms=[-12.65]
(C, 0, 0, d, 100):ms=[-12.65]
(C, 0, 0, r, 0):X=[0]
(C, 0, 0, r, 25):sb=[-31.21875]
(C, 0, 0, r, 50):sb=[-31.84375]
(C, 0, 0, r, 75):ms=[-32.875]
(C, 0, 0, r, 100):ms=[-32.875]
(C, 0, 1, d, 0):X=[0]
(C, 0, 1, d, 25):sa=[13.8125]
(C, 0, 1, d, 50):sb=[-7.1375]
(C, 0, 1, d, 75):ms=[-12.65]
(C, 0, 1, d, 100):ms=[-12.65]
(C, 0, 1, r, 0):X=[0]
(C, 0, 1, r, 25):sa=[-19.84375]
(C, 0, 1, r, 50):sb=[-31.84375]
(C, 0, 1, r, 75):ms=[-32.875]
(C, 0, 1, r, 100):ms=[-32.875]
(C, 0, 2, d, 0):X=[0]
(C, 0, 2, d, 25):sa=[16.0625]
(C, 0, 2, d, 50):sb=[-7.1375]
(C, 0, 2, d, 75):ms=[-12.65]
(C, 0, 2, d, 100):ms=[-12.65]
(C, 0, 2, r, 0):X=[0]
(C, 0, 2, r, 25):sa=[-19.21875]
(C, 0, 2, r, 50):sb=[-31.84375]
(C, 0, 2, r, 75):ms=[-32.875]
(C, 0, 2, r, 100):ms=[-32.875]
(C, 0, 3, d, 0):X=[0]
(C, 0, 3, d, 25):sa=[16.0625]
(C, 0, 3, d, 50):sb=[-7.1375]
(C, 0, 3, d, 75):ms=[-12.65]
(C, 0, 3, d, 100):ms=[-12.65]
(C, 0, 3, r, 0):X=[0]
(C, 0, 3, r, 25):sa=[-19.21875]
(C, 0, 3, r, 50):sb=[-31.84375]
(C, 0, 3, r, 75):ms=[-32.875]
(C, 0, 3, r, 100):ms=[-32.875]
(C, 1, 0, d, 0):X=[0]
(C, 1, 0, d, 25):sb=[-7.1375]
(C, 1, 0, d, 50):sb=[-7.1375]
(C, 1, 0, d, 75):ms=[-12.65]
(C, 1, 0, d, 100):ms=[-12.65]
(C, 1, 0, r, 0):X=[0]
(C, 1, 0, r, 25):sb=[-31.21875]
(C, 1, 0, r, 50):sb=[-31.84375]
(C, 1, 0, r, 75):ms=[-32.875]
(C, 1, 0, r, 100):ms=[-32.875]
(C, 1, 1, d, 0):X=[0]
(C, 1, 1, d, 25):sa=[13.8125]
(C, 1, 1, d, 50):sb=[-7.1375]
(C, 1, 1, d, 75):ms=[-12.65]
(C, 1, 1, d, 100):ms=[-12.65]
(C, 1, 1, r, 0):X=[0]
(C, 1, 1, r, 25):sa=[-19.84375]
(C, 1, 1, r, 50):sb=[-31.84375]
(C, 1, 1, r, 75):ms=[-32.875]
(C, 1, 1, r, 100):ms=[-32.875]
(C, 1, 2, d, 0):X=[0]
(C, 1, 2, d, 25):sa=[16.0625]
(C, 1, 2, d, 50):sb=[-7.1375]
(C, 1, 2, d, 75):ms=[-12.65]
(C, 1, 2, d, 100):ms=[-12.65]
(C, 1, 2, r, 0):X=[0]
(C, 1, 2, r, 25):sa=[-19.21875]
(C, 1, 2, r, 50):sb=[-31.84375]
(C, 1, 2, r, 75):ms=[-32.875]
(C, 1, 2, r, 100):ms=[-32.875]
(C, 1, 3, d, 0):X=[0]
(C, 1, 3, d, 25):sa=[16.0625]
(C, 1, 3, d, 50):sb=[-7.1375]
(C, 1, 3, d, 75):ms=[-12.65]
(C, 1, 3, d, 100):ms=[-12.65]
(C, 1, 3, r, 0):X=[0]
(C, 1, 3, r, 25):sa=[-19.21875]
(C, 1, 3, r, 50):sb=[-31.84375]
(C, 1, 3, r, 75):ms=[-32.875]
(C, 1, 3, r, 100):ms=[-32.875]
(C, 2, 0, d, 0):X=[0]
(C, 2, 0, d, 25):sb=[-7.1375]
(C, 2, 0, d, 50):sb=[-7.1375]
(C, 2, 0, d, 75):ms=[-12.65]
(C, 2, 0, d, 100):ms=[-12.65]
(C, 2, 0, r, 0):X=[0]
(C, 2, 0, r, 25):sb=[-31.21875]
(C, 2, 0, r, 50):sb=[-31.84375]
(C, 2, 0, r, 75):ms=[-32.875]
(C, 2, 0, r, 100):ms=[-32.875]
(C, 2, 1, d, 0):X=[0]
(C, 2, 1, d, 25):sa=[13.8125]
(C, 2, 1, d, 50):sb=[-7.1375]
(C, 2, 1, d, 75):ms=[-12.65]
(C, 2, 1, d, 100):ms=[-12.65]
(C, 2, 1, r, 0):X=[0]
(C, 2, 1, r, 25):sa=[-19.84375]
(C, 2, 1, r, 50):sb=[-31.84375]
(C, 2, 1, r, 75):ms=[-32.875]
(C, 2, 1, r, 100):ms=[-32.875]
(C, 2, 2, d, 0):X=[0]
(C, 2, 2, d, 25):sa=[16.0625]
(C, 2, 2, d, 50):sb=[-7.1375]
(C, 2, 2, d, 75):ms=[-12.65]
(C, 2, 2, d, 100):ms=[-12.65]
(C, 2, 2, r, 0):X=[0]
(C, 2, 2, r, 25):sa=[-19.21875]
(C, 2, 2, r, 50):sb=[-31.84375]
(C, 2, 2, r, 75):ms=[-32.875]
(C, 2, 2, r, 100):ms=[-32.875]
(C, 2, 3, d, 0):X=[0]
(C, 2, 3, d, 25):sa=[16.0625]
(C, 2, 3, d, 50):sb=[-7.1375]
(C, 2, 3, d, 75):ms=[-12.65]
(C, 2, 3, d, 100):ms=[-12.65]
(C, 2, 3, r, 0):X=[0]
(C, 2, 3, r, 25):sa=[-19.21875]
(C, 2, 3, r, 50):sb=[-31.84375]
(C, 2, 3, r, 75):ms=[-32.875]
(C, 2, 3, r, 100):ms=[-32.875]
(N, 0, 0, d, 0):X=[0]
(N, 0, 0, d, 25):mc=[-12.20625]
(N, 0, 0, d, 50):mc=[-12.20625]
(N, 0, 0, d, 75):stay=[-12.65]
(N, 0, 0, d, 100):stay=[-12.65]
(N, 0, 0, r, 0):X=[0]
(N, 0, 0, r, 25):stay=[-12.59375]
(N, 0, 0, r, 50):stay=[-12.59375]
(N, 0, 0, r, 75):stay=[-12.875]
(N, 0, 0, r, 100):stay=[-12.875]
(N, 0, 1, d, 0):X=[0]
(N, 0, 1, d, 25):mc=[-7.199999999999999]
(N, 0, 1, d, 50):mc=[-12.20625]
(N, 0, 1, d, 75):stay=[-12.65]
(N, 0, 1, d, 100):stay=[-12.65]
(N, 0, 1, r, 0):X=[0]
(N, 0, 1, r, 25):mc=[-9.75]
(N, 0, 1, r, 50):stay=[-12.59375]
(N, 0, 1, r, 75):stay=[-12.875]
(N, 0, 1, r, 100):stay=[-12.875]
(N, 0, 2, d, 0):X=[0]
(N, 0, 2, d, 25):mc=[-7.199999999999999]
(N, 0, 2, d, 50):mc=[-12.20625]
(N, 0, 2, d, 75):stay=[-12.65]
(N, 0, 2, d, 100):stay=[-12.65]
(N, 0, 2, r, 0):X=[0]
(N, 0, 2, r, 25):mc=[-9.75]
(N, 0, 2, r, 50):stay=[-12.59375]
(N, 0, 2, r, 75):stay=[-12.875]
(N, 0, 2, r, 100):stay=[-12.875]
(N, 0, 3, d, 0):X=[0]
(N, 0, 3, d, 25):mc=[-7.199999999999999]
(N, 0, 3, d, 50):mc=[-12.20625]
(N, 0, 3, d, 75):stay=[-12.65]
(N, 0, 3, d, 100):stay=[-12.65]
(N, 0, 3, r, 0):X=[0]
(N, 0, 3, r, 25):mc=[-9.75]
(N, 0, 3, r, 50):stay=[-12.59375]
(N, 0, 3, r, 75):stay=[-12.875]
(N, 0, 3, r, 100):stay=[-12.875]
(N, 1, 0, d, 0):X=[0]
(N, 1, 0, d, 25):mc=[-12.20625]
(N, 1, 0, d, 50):mc=[-12.20625]
(N, 1, 0, d, 75):um=[-12.5]
(N, 1, 0, d, 100):um=[-12.5]
(N, 1, 0, r, 0):X=[0]
(N, 1, 0, r, 25):um=[-12.5]
(N, 1, 0, r, 50):um=[-12.5]
(N, 1, 0, r, 75):um=[-12.5]
(N, 1, 0, r, 100):um=[-12.5]
(N, 1, 1, d, 0):X=[0]
(N, 1, 1, d, 25):mc=[-7.199999999999999]
(N, 1, 1, d, 50):mc=[-12.20625]
(N, 1, 1, d, 75):um=[-12.5]
(N, 1, 1, d, 100):um=[-12.5]
(N, 1, 1, r, 0):X=[0]
(N, 1, 1, r, 25):mc=[-9.75]
(N, 1, 1, r, 50):um=[-12.5]
(N, 1, 1, r, 75):um=[-12.5]
(N, 1, 1, r, 100):um=[-12.5]
(N, 1, 2, d, 0):X=[0]
(N, 1, 2, d, 25):mc=[-7.199999999999999]
(N, 1, 2, d, 50):mc=[-12.20625]
(N, 1, 2, d, 75):um=[-12.5]
(N, 1, 2, d, 100):um=[-12.5]
(N, 1, 2, r, 0):X=[0]
(N, 1, 2, r, 25):mc=[-9.75]
(N, 1, 2, r, 50):um=[-12.5]
(N, 1, 2, r, 75):um=[-12.5]
(N, 1, 2, r, 100):um=[-12.5]
(N, 1, 3, d, 0):X=[0]
(N, 1, 3, d, 25):mc=[-7.199999999999999]
(N, 1, 3, d, 50):mc=[-12.20625]
(N, 1, 3, d, 75):um=[-12.5]
(N, 1, 3, d, 100):um=[-12.5]
(N, 1, 3, r, 0):X=[0]
(N, 1, 3, r, 25):mc=[-9.75]
(N, 1, 3, r, 50):um=[-12.5]
(N, 1, 3, r, 75):um=[-12.5]
(N, 1, 3, r, 100):um=[-12.5]
(N, 2, 0, d, 0):X=[0]
(N, 2, 0, d, 25):mc=[-12.20625]
(N, 2, 0, d, 50):mc=[-12.20625]
(N, 2, 0, d, 75):um=[-12.5]
(N, 2, 0, d, 100):um=[-12.5]
(N, 2, 0, r, 0):X=[0]
(N, 2, 0, r, 25):um=[-12.5]
(N, 2, 0, r, 50):um=[-12.5]
(N, 2, 0, r, 75):um=[-12.5]
(N, 2, 0, r, 100):um=[-12.5]
(N, 2, 1, d, 0):X=[0]
(N, 2, 1, d, 25):mc=[-7.199999999999999]
(N, 2, 1, d, 50):mc=[-12.20625]
(N, 2, 1, d, 75):um=[-12.5]
(N, 2, 1, d, 100):um=[-12.5]
(N, 2, 1, r, 0):X=[0]
(N, 2, 1, r, 25):mc=[-9.75]
(N, 2, 1, r, 50):um=[-12.5]
(N, 2, 1, r, 75):um=[-12.5]
(N, 2, 1, r, 100):um=[-12.5]
(N, 2, 2, d, 0):X=[0]
(N, 2, 2, d, 25):mc=[-7.199999999999999]
(N, 2, 2, d, 50):mc=[-12.20625]
(N, 2, 2, d, 75):um=[-12.5]
(N, 2, 2, d, 100):um=[-12.5]
(N, 2, 2, r, 0):X=[0]
(N, 2, 2, r, 25):mc=[-9.75]
(N, 2, 2, r, 50):um=[-12.5]
(N, 2, 2, r, 75):um=[-12.5]
(N, 2, 2, r, 100):um=[-12.5]
(N, 2, 3, d, 0):X=[0]
(N, 2, 3, d, 25):mc=[-7.199999999999999]
(N, 2, 3, d, 50):mc=[-12.20625]
(N, 2, 3, d, 75):um=[-12.5]
(N, 2, 3, d, 100):um=[-12.5]
(N, 2, 3, r, 0):X=[0]
(N, 2, 3, r, 25):mc=[-9.75]
(N, 2, 3, r, 50):um=[-12.5]
(N, 2, 3, r, 75):um=[-12.5]
(N, 2, 3, r, 100):um=[-12.5]
(S, 0, 0, d, 0):X=[0]
(S, 0, 0, d, 25):mc=[-12.20625]
(S, 0, 0, d, 50):mc=[-12.20625]
(S, 0, 0, d, 75):gm=[-12.5]
(S, 0, 0, d, 100):gm=[-12.5]
(S, 0, 0, r, 0):X=[0]
(S, 0, 0, r, 25):gm=[-12.5]
(S, 0, 0, r, 50):gm=[-12.5]
(S, 0, 0, r, 75):gm=[-12.5]
(S, 0, 0, r, 100):gm=[-12.5]
(S, 0, 1, d, 0):X=[0]
(S, 0, 1, d, 25):mc=[-7.199999999999999]
(S, 0, 1, d, 50):mc=[-12.20625]
(S, 0, 1, d, 75):gm=[-12.5]
(S, 0, 1, d, 100):gm=[-12.5]
(S, 0, 1, r, 0):X=[0]
(S, 0, 1, r, 25):mc=[-9.75]
(S, 0, 1, r, 50):gm=[-12.5]
(S, 0, 1, r, 75):gm=[-12.5]
(S, 0, 1, r, 100):gm=[-12.5]
(S, 0, 2, d, 0):X=[0]
(S, 0, 2, d, 25):mc=[-7.199999999999999]
(S, 0, 2, d, 50):mc=[-12.20625]
(S, 0, 2, d, 75):gm=[-12.5]
(S, 0, 2, d, 100):gm=[-12.5]
(S, 0, 2, r, 0):X=[0]
(S, 0, 2, r, 25):mc=[-9.75]
(S, 0, 2, r, 50):gm=[-12.5]
(S, 0, 2, r, 75):gm=[-12.5]
(S, 0, 2, r, 100):gm=[-12.5]
(S, 0, 3, d, 0):X=[0]
(S, 0, 3, d, 25):mc=[-7.199999999999999]
(S, 0, 3, d, 50):mc=[-12.20625]
(S, 0, 3, d, 75):gm=[-12.5]
(S, 0, 3, d, 100):gm=[-12.5]
(S, 0, 3, r, 0):X=[0]
(S, 0, 3, r, 25):mc=[-9.75]
(S, 0, 3, r, 50):gm=[-12.5]
(S, 0, 3, r, 75):gm=[-12.5]
(S, 0, 3, r, 100):gm=[-12.5]
(S, 1, 0, d, 0):X=[0]
(S, 1, 0, d, 25):mc=[-12.20625]
(S, 1, 0, d, 50):mc=[-12.20625]
(S, 1, 0, d, 75):gm=[-12.5]
(S, 1, 0, d, 100):gm=[-12.5]
(S, 1, 0, r, 0):X=[0]
(S, 1, 0, r, 25):gm=[-12.5]
(S, 1, 0, r, 50):gm=[-12.5]
(S, 1, 0, r, 75):gm=[-12.5]
(S, 1, 0, r, 100):gm=[-12.5]
(S, 1, 1, d, 0):X=[0]
(S, 1, 1, d, 25):mc=[-7.199999999999999]
(S, 1, 1, d, 50):mc=[-12.20625]
(S, 1, 1, d, 75):gm=[-12.5]
(S, 1, 1, d, 100):gm=[-12.5]
(S, 1, 1, r, 0):X=[0]
(S, 1, 1, r, 25):mc=[-9.75]
(S, 1, 1, r, 50):gm=[-12.5]
(S, 1, 1, r, 75):gm=[-12.5]
(S, 1, 1, r, 100):gm=[-12.5]
(S, 1, 2, d, 0):X=[0]
(S, 1, 2, d, 25):mc=[-7.199999999999999]
(S, 1, 2, d, 50):mc=[-12.20625]
(S, 1, 2, d, 75):gm=[-12.5]
(S, 1, 2, d, 100):gm=[-12.5]
(S, 1, 2, r, 0):X=[0]
(S, 1, 2, r, 25):mc=[-9.75]
(S, 1, 2, r, 50):gm=[-12.5]
(S, 1, 2, r, 75):gm=[-12.5]
(S, 1, 2, r, 100):gm=[-12.5]
(S, 1, 3, d, 0):X=[0]
(S, 1, 3, d, 25):mc=[-7.199999999999999]
(S, 1, 3, d, 50):mc=[-12.20625]
(S, 1, 3, d, 75):gm=[-12.5]
(S, 1, 3, d, 100):gm=[-12.5]
(S, 1, 3, r, 0):X=[0]
(S, 1, 3, r, 25):mc=[-9.75]
(S, 1, 3, r, 50):gm=[-12.5]
(S, 1, 3, r, 75):gm=[-12.5]
(S, 1, 3, r, 100):gm=[-12.5]
(S, 2, 0, d, 0):X=[0]
(S, 2, 0, d, 25):mc=[-12.20625]
(S, 2, 0, d, 50):mc=[-12.20625]
(S, 2, 0, d, 75):gm=[-12.5]
(S, 2, 0, d, 100):gm=[-12.5]
(S, 2, 0, r, 0):X=[0]
(S, 2, 0, r, 25):gm=[-12.5]
(S, 2, 0, r, 50):gm=[-12.5]
(S, 2, 0, r, 75):gm=[-12.5]
(S, 2, 0, r, 100):gm=[-12.5]
(S, 2, 1, d, 0):X=[0]
(S, 2, 1, d, 25):mc=[-7.199999999999999]
(S, 2, 1, d, 50):mc=[-12.20625]
(S, 2, 1, d, 75):gm=[-12.5]
(S, 2, 1, d, 100):gm=[-12.5]
(S, 2, 1, r, 0):X=[0]
(S, 2, 1, r, 25):mc=[-9.75]
(S, 2, 1, r, 50):gm=[-12.5]
(S, 2, 1, r, 75):gm=[-12.5]
(S, 2, 1, r, 100):gm=[-12.5]
(S, 2, 2, d, 0):X=[0]
(S, 2, 2, d, 25):mc=[-7.199999999999999]
(S, 2, 2, d, 50):mc=[-12.20625]
(S, 2, 2, d, 75):gm=[-12.5]
(S, 2, 2, d, 100):gm=[-12.5]
(S, 2, 2, r, 0):X=[0]
(S, 2, 2, r, 25):mc=[-9.75]
(S, 2, 2, r, 50):gm=[-12.5]
(S, 2, 2, r, 75):gm=[-12.5]
(S, 2, 2, r, 100):gm=[-12.5]
(S, 2, 3, d, 0):X=[0]
(S, 2, 3, d, 25):mc=[-7.199999999999999]
(S, 2, 3, d, 50):mc=[-12.20625]
(S, 2, 3, d, 75):gm=[-12.5]
(S, 2, 3, d, 100):gm=[-12.5]
(S, 2, 3, r, 0):X=[0]
(S, 2, 3, r, 25):mc=[-9.75]
(S, 2, 3, r, 50):gm=[-12.5]
(S, 2, 3, r, 75):gm=[-12.5]
(S, 2, 3, r, 100):gm=[-12.5]
(E, 0, 0, d, 0):X=[0]
(E, 0, 0, d, 25):sb=[-1.0]
(E, 0, 0, d, 50):sb=[-1.0]
(E, 0, 0, d, 75):sb=[-13.050000000000002]
(E, 0, 0, d, 100):sb=[-13.050000000000002]
(E, 0, 0, r, 0):X=[0]
(E, 0, 0, r, 25):sb=[-27.5]
(E, 0, 0, r, 50):sb=[-28.75]
(E, 0, 0, r, 75):sb=[-34.875]
(E, 0, 0, r, 100):sb=[-34.875]
(E, 0, 1, d, 0):X=[0]
(E, 0, 1, d, 25):sa=[34.87500000000001]
(E, 0, 1, d, 50):sb=[-1.0]
(E, 0, 1, d, 75):sa=[-11.475]
(E, 0, 1, d, 100):sb=[-13.050000000000002]
(E, 0, 1, r, 0):X=[0]
(E, 0, 1, r, 25):sa=[-7.8125]
(E, 0, 1, r, 50):sb=[-28.75]
(E, 0, 1, r, 75):sb=[-34.4375]
(E, 0, 1, r, 100):sb=[-34.875]
(E, 0, 2, d, 0):X=[0]
(E, 0, 2, d, 25):sa=[35.66250000000001]
(E, 0, 2, d, 50):sb=[-1.0]
(E, 0, 2, d, 75):sa=[-11.475]
(E, 0, 2, d, 100):sb=[-13.050000000000002]
(E, 0, 2, r, 0):X=[0]
(E, 0, 2, r, 25):sa=[-7.59375]
(E, 0, 2, r, 50):sb=[-28.75]
(E, 0, 2, r, 75):sb=[-34.4375]
(E, 0, 2, r, 100):sb=[-34.875]
(E, 0, 3, d, 0):X=[0]
(E, 0, 3, d, 25):sa=[35.66250000000001]
(E, 0, 3, d, 50):sb=[-1.0]
(E, 0, 3, d, 75):sa=[-11.475]
(E, 0, 3, d, 100):sb=[-13.050000000000002]
(E, 0, 3, r, 0):X=[0]
(E, 0, 3, r, 25):sa=[-7.59375]
(E, 0, 3, r, 50):sb=[-28.75]
(E, 0, 3, r, 75):sb=[-34.4375]
(E, 0, 3, r, 100):sb=[-34.875]
(E, 1, 0, d, 0):X=[0]
(E, 1, 0, d, 25):sb=[-1.0]
(E, 1, 0, d, 50):sb=[-1.0]
(E, 1, 0, d, 75):sb=[-13.050000000000002]
(E, 1, 0, d, 100):sb=[-13.050000000000002]
(E, 1, 0, r, 0):X=[0]
(E, 1, 0, r, 25):sb=[-27.5]
(E, 1, 0, r, 50):sb=[-28.75]
(E, 1, 0, r, 75):sb=[-34.875]
(E, 1, 0, r, 100):sb=[-34.875]
(E, 1, 1, d, 0):X=[0]
(E, 1, 1, d, 25):sa=[34.87500000000001]
(E, 1, 1, d, 50):sb=[-1.0]
(E, 1, 1, d, 75):sa=[-11.475]
(E, 1, 1, d, 100):sb=[-13.050000000000002]
(E, 1, 1, r, 0):X=[0]
(E, 1, 1, r, 25):sa=[-7.8125]
(E, 1, 1, r, 50):sb=[-28.75]
(E, 1, 1, r, 75):sb=[-34.4375]
(E, 1, 1, r, 100):sb=[-34.875]
(E, 1, 2, d, 0):X=[0]
(E, 1, 2, d, 25):sa=[35.66250000000001]
(E, 1, 2, d, 50):sb=[-1.0]
(E, 1, 2, d, 75):sa=[-11.475]
(E, 1, 2, d, 100):sb=[-13.050000000000002]
(E, 1, 2, r, 0):X=[0]
(E, 1, 2, r, 25):sa=[-7.59375]
(E, 1, 2, r, 50):sb=[-28.75]
(E, 1, 2, r, 75):sb=[-34.4375]
(E, 1, 2, r, 100):sb=[-34.875]
(E, 1, 3, d, 0):X=[0]
(E, 1, 3, d, 25):sa=[35.66250000000001]
(E, 1, 3, d, 50):sb=[-1.0]
(E, 1, 3, d, 75):sa=[-11.475]
(E, 1, 3, d, 100):sb=[-13.050000000000002]
(E, 1, 3, r, 0):X=[0]
(E, 1, 3, r, 25):sa=[-7.59375]
(E, 1, 3, r, 50):sb=[-28.75]
(E, 1, 3, r, 75):sb=[-34.4375]
(E, 1, 3, r, 100):sb=[-34.875]
(E, 2, 0, d, 0):X=[0]
(E, 2, 0, d, 25):sb=[-1.0]
(E, 2, 0, d, 50):sb=[-1.0]
(E, 2, 0, d, 75):sb=[-13.050000000000002]
(E, 2, 0, d, 100):sb=[-13.050000000000002]
(E, 2, 0, r, 0):X=[0]
(E, 2, 0, r, 25):sb=[-27.5]
(E, 2, 0, r, 50):sb=[-28.75]
(E, 2, 0, r, 75):sb=[-34.875]
(E, 2, 0, r, 100):sb=[-34.875]
(E, 2, 1, d, 0):X=[0]
(E, 2, 1, d, 25):sa=[34.87500000000001]
(E, 2, 1, d, 50):sb=[-1.0]
(E, 2, 1, d, 75):sa=[-11.475]
(E, 2, 1, d, 100):sb=[-13.050000000000002]
(E, 2, 1, r, 0):X=[0]
(E, 2, 1, r, 25):sa=[-7.8125]
(E, 2, 1, r, 50):sb=[-28.75]
(E, 2, 1, r, 75):sb=[-34.4375]
(E, 2, 1, r, 100):sb=[-34.875]
(E, 2, 2, d, 0):X=[0]
(E, 2, 2, d, 25):sa=[35.66250000000001]
(E, 2, 2, d, 50):sb=[-1.0]
(E, 2, 2, d, 75):sa=[-11.475]
(E, 2, 2, d, 100):sb=[-13.050000000000002]
(E, 2, 2, r, 0):X=[0]
(E, 2, 2, r, 25):sa=[-7.59375]
(E, 2, 2, r, 50):sb=[-28.75]
(E, 2, 2, r, 75):sb=[-34.4375]
(E, 2, 2, r, 100):sb=[-34.875]
(E, 2, 3, d, 0):X=[0]
(E, 2, 3, d, 25):sa=[35.66250000000001]
(E, 2, 3, d, 50):sb=[-1.0]
(E, 2, 3, d, 75):sa=[-11.475]
(E, 2, 3, d, 100):sb=[-13.050000000000002]
(E, 2, 3, r, 0):X=[0]
(E, 2, 3, r, 25):sa=[-7.59375]
(E, 2, 3, r, 50):sb=[-28.75]
(E, 2, 3, r, 75):sb=[-34.4375]
(E, 2, 3, r, 100):sb=[-34.875]
(W, 0, 0, d, 0):X=[0]
(W, 0, 0, d, 25):mc=[-12.375]
(W, 0, 0, d, 50):mc=[-12.375]
(W, 0, 0, d, 75):stay=[-12.5]
(W, 0, 0, d, 100):stay=[-12.5]
(W, 0, 0, r, 0):X=[0]
(W, 0, 0, r, 25):stay=[-12.5]
(W, 0, 0, r, 50):stay=[-12.5]
(W, 0, 0, r, 75):stay=[-12.5]
(W, 0, 0, r, 100):stay=[-12.5]
(W, 0, 1, d, 0):X=[0]
(W, 0, 1, d, 25):sa=[0.6249999999999989]
(W, 0, 1, d, 50):mc=[-12.375]
(W, 0, 1, d, 75):sa=[-12.5]
(W, 0, 1, d, 100):sa=[-12.5]
(W, 0, 1, r, 0):X=[0]
(W, 0, 1, r, 25):sa=[0.625]
(W, 0, 1, r, 50):sa=[-12.5]
(W, 0, 1, r, 75):sa=[-12.5]
(W, 0, 1, r, 100):sa=[-12.5]
(W, 0, 2, d, 0):X=[0]
(W, 0, 2, d, 25):sa=[2.968749999999999]
(W, 0, 2, d, 50):sa=[-11.71875]
(W, 0, 2, d, 75):sa=[-12.5]
(W, 0, 2, d, 100):sa=[-12.5]
(W, 0, 2, r, 0):X=[0]
(W, 0, 2, r, 25):sa=[2.96875]
(W, 0, 2, r, 50):sa=[-11.71875]
(W, 0, 2, r, 75):sa=[-12.5]
(W, 0, 2, r, 100):sa=[-12.5]
(W, 0, 3, d, 0):X=[0]
(W, 0, 3, d, 25):sa=[2.968749999999999]
(W, 0, 3, d, 50):sa=[-11.71875]
(W, 0, 3, d, 75):sa=[-12.5]
(W, 0, 3, d, 100):sa=[-12.5]
(W, 0, 3, r, 0):X=[0]
(W, 0, 3, r, 25):sa=[2.96875]
(W, 0, 3, r, 50):sa=[-11.71875]
(W, 0, 3, r, 75):sa=[-12.5]
(W, 0, 3, r, 100):sa=[-12.5]
(W, 1, 0, d, 0):X=[0]
(W, 1, 0, d, 25):mc=[-12.375]
(W, 1, 0, d, 50):mc=[-12.375]
(W, 1, 0, d, 75):stay=[-12.5]
(W, 1, 0, d, 100):stay=[-12.5]
(W, 1, 0, r, 0):X=[0]
(W, 1, 0, r, 25):stay=[-12.5]
(W, 1, 0, r, 50):stay=[-12.5]
(W, 1, 0, r, 75):stay=[-12.5]
(W, 1, 0, r, 100):stay=[-12.5]
(W, 1, 1, d, 0):X=[0]
(W, 1, 1, d, 25):sa=[0.6249999999999989]
(W, 1, 1, d, 50):mc=[-12.375]
(W, 1, 1, d, 75):sa=[-12.5]
(W, 1, 1, d, 100):sa=[-12.5]
(W, 1, 1, r, 0):X=[0]
(W, 1, 1, r, 25):sa=[0.625]
(W, 1, 1, r, 50):sa=[-12.5]
(W, 1, 1, r, 75):sa=[-12.5]
(W, 1, 1, r, 100):sa=[-12.5]
(W, 1, 2, d, 0):X=[0]
(W, 1, 2, d, 25):sa=[2.968749999999999]
(W, 1, 2, d, 50):sa=[-11.71875]
(W, 1, 2, d, 75):sa=[-12.5]
(W, 1, 2, d, 100):sa=[-12.5]
(W, 1, 2, r, 0):X=[0]
(W, 1, 2, r, 25):sa=[2.96875]
(W, 1, 2, r, 50):sa=[-11.71875]
(W, 1, 2, r, 75):sa=[-12.5]
(W, 1, 2, r, 100):sa=[-12.5]
(W, 1, 3, d, 0):X=[0]
(W, 1, 3, d, 25):sa=[2.968749999999999]
(W, 1, 3, d, 50):sa=[-11.71875]
(W, 1, 3, d, 75):sa=[-12.5]
(W, 1, 3, d, 100):sa=[-12.5]
(W, 1, 3, r, 0):X=[0]
(W, 1, 3, r, 25):sa=[2.96875]
(W, 1, 3, r, 50):sa=[-11.71875]
(W, 1, 3, r, 75):sa=[-12.5]
(W, 1, 3, r, 100):sa=[-12.5]
(W, 2, 0, d, 0):X=[0]
(W, 2, 0, d, 25):mc=[-12.375]
(W, 2, 0, d, 50):mc=[-12.375]
(W, 2, 0, d, 75):stay=[-12.5]
(W, 2, 0, d, 100):stay=[-12.5]
(W, 2, 0, r, 0):X=[0]
(W, 2, 0, r, 25):stay=[-12.5]
(W, 2, 0, r, 50):stay=[-12.5]
(W, 2, 0, r, 75):stay=[-12.5]
(W, 2, 0, r, 100):stay=[-12.5]
(W, 2, 1, d, 0):X=[0]
(W, 2, 1, d, 25):sa=[0.6249999999999989]
(W, 2, 1, d, 50):mc=[-12.375]
(W, 2, 1, d, 75):sa=[-12.5]
(W, 2, 1, d, 100):sa=[-12.5]
(W, 2, 1, r, 0):X=[0]
(W, 2, 1, r, 25):sa=[0.625]
(W, 2, 1, r, 50):sa=[-12.5]
(W, 2, 1, r, 75):sa=[-12.5]
(W, 2, 1, r, 100):sa=[-12.5]
(W, 2, 2, d, 0):X=[0]
(W, 2, 2, d, 25):sa=[2.968749999999999]
(W, 2, 2, d, 50):sa=[-11.71875]
(W, 2, 2, d, 75):sa=[-12.5]
(W, 2, 2, d, 100):sa=[-12.5]
(W, 2, 2, r, 0):X=[0]
(W, 2, 2, r, 25):sa=[2.96875]
(W, 2, 2, r, 50):sa=[-11.71875]
(W, 2, 2, r, 75):sa=[-12.5]
